Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_443.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_451.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_459.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_472.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_479.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_488.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_495.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_504.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_511.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_522.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_530.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_538.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_546.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_554.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_561.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_573.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_581.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_589.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_597.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_605.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_614.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_621.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_633.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_641.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_650.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_659.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_667.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_674.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_683.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_691.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_699.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_707.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_714.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_728.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_733.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_741.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_749.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_760.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_768.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_775.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_784.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_791.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_803.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_811.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_818.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_827.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_834.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_846.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_854.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_862.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_869.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_877.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_886.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_893.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_901.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_914.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_923.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_930.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_938.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_947.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_954.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_963.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_970.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_983.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_990.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_49_999.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_007.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_015.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_023.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_031.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_038.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_050.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_057.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_066.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_074.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_083.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_091.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_099.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_108.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_119.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_128.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_135.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_144.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_151.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_160.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_167.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_179.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_187.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_194.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_203.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_211.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_218.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_232.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_236.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_243.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_255.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_264.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_272.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_280.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_288.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_296.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_304.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_316.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_324.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_331.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_340.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_348.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_355.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
/Volumes/Gan-Tu/Udacity/Udcaity Nanodegree Program/Robotics/Introduction to Robotics/Project/RoboND-Rover-Project-master/data/IMG/robocam_2017_05_30_23_51_50_364.jpg,0,0,0,0,144.595,94.9679,0.02198731,305.6062,0.9092286
